,categoryName,isAdvertisement,isLocalGuide,language,likesCount,publishAt,publishedAtDate,reviewContext/Reservation recommended,reviewContext/Visited on,reviewContext/Wait time,reviewerNumberOfReviews,reviewsCount,stars,state,temporarilyClosed,text,title,totalScore,responseFromOwnerDate,responseFromOwnerText,sentiment,Unnamed: 0
653,War museum,False,False,en,0,a month ago,2025-08-07T00:54:52.302Z,Yes,Weekday,No wait,8,2118,5,Northern Territory,False,A brilliant record of Darwins past. Well worth visiting.,Darwin Military Museum,4.6,None,None,Positive,53.0
654,War museum,False,True,en,0,a month ago,2025-08-06T08:43:44.359Z,No,Weekday,No wait,40,2118,5,Northern Territory,False,Loads of exhibits and information about Darwin during WW 2. Allow plenty of time to look around. Avoid the coffee.,Darwin Military Museum,4.6,None,None,Neutral,54.0
655,War museum,False,True,en,0,a month ago,2025-08-06T00:58:14.948Z,No,Weekday,No wait,547,2118,5,Northern Territory,False,"My favourite museum in Darwin.
The air conditioned internal section features a theatre and is full of photos, informative posters, interactive displays and memorabilia.
The grounds are filled with old Jeeps, tanks and more outbuildings.",Darwin Military Museum,4.6,None,None,Positive,55.0
656,War museum,False,True,en,0,a month ago,2025-08-04T20:17:06.531Z,No,Weekend,No wait,166,2118,5,Northern Territory,False,"Great place to learn if the near invasion of Darwin, movie is epic and a must see ..make sure you have at least 2 hrs too see all ..it's huge ..",Darwin Military Museum,4.6,None,None,Positive,56.0
657,War museum,False,True,en,0,a month ago,2025-08-04T11:51:35.225Z,No,Weekday,No wait,188,2118,4,Northern Territory,False,"Very informative inside displays of the rise of the Nazis in Australia. Concentration camp conditions and stories. Lots of war memorabilia outside. Not a large display, but easy to get around.",Darwin Military Museum,4.6,None,None,Positive,57.0
658,War museum,False,True,en,0,a month ago,2025-08-02T12:14:15.036Z,No,Weekday,No wait,89,2118,5,Northern Territory,False,So much to see. A fabulous memory of our history,Darwin Military Museum,4.6,None,None,Positive,58.0
659,War museum,False,False,en,0,a month ago,2025-08-02T10:33:06.318Z,No,Weekday,No wait,2,2118,5,Northern Territory,False,A brilliant record of Darwins past. Well worth visiting.,Darwin Military Museum,4.6,None,None,Positive,59.0
660,War museum,False,True,en,0,a month ago,2025-08-02T07:52:16.914Z,Not sure,Weekend,No wait,55,2118,5,Northern Territory,False,A must.,Darwin Military Museum,4.6,None,None,Neutral,60.0
661,War museum,False,True,en,0,a month ago,2025-07-30T08:10:20.306Z,No,Weekday,No wait,34,2118,4,Northern Territory,False,The story of how Japan invaded Darwin. Some of the stories were such an eye opener.  Horrible to know it's still happening today.,Darwin Military Museum,4.6,None,None,Negative,61.0
662,War museum,False,True,en,0,a month ago,2025-07-30T07:32:15.943Z,Not sure,Public holiday,No wait,471,2118,5,Northern Territory,False,"Visited as part of WW2 Half Day Tour by Land & Sea recent Fri 25/7. Blown away literally! Only visited war memorial museums previously.  This is on the actual WW2 Fortification heritage listed site on Darwin's military zone East Point area.

The best part is outside - Armoured tanks & military vehicles, Bailey Bridges, recreated living quarters, Gun emplacement building on its original site with exhibits in bunker area surrounded by memorial plaques outside. Plus Holocaust indoor mini complex - it is a huge area set amongst gargantuan Banyan trees & nature's camouflage.
So our allocated 1.5 hours was never going to be enough.

I watched the Defence of Darwin experience when the war siren activated. After this - did a quick whizz inside & headed out. Covered almost all outdoor exhibits & military fortification by speed reading & taking pics to peruse later. Thankful indeed to live in peaceful times but also in absolute awe of the might, size & sheer intimidation of the military vehicles & equipment of yore. The Furphy water tank in good condition was another highlight- the phrase ""to spin a furphy"" originated!",Darwin Military Museum,4.6,None,None,Positive,62.0
663,War museum,False,True,en,0,a month ago,2025-07-29T12:16:20.827Z,No,Public holiday,No wait,16,2118,5,Northern Territory,False,Good little quick video on the history of the bombing of Darwin and lots of interesting things from all the different past wars,Darwin Military Museum,4.6,None,None,Positive,63.0
664,War museum,False,True,en,0,a month ago,2025-07-29T06:43:20.186Z,No,Weekday,No wait,34,2118,4,Northern Territory,False,Informative mixed collection and displays,Darwin Military Museum,4.6,None,None,Neutral,64.0
665,War museum,False,True,en,0,a month ago,2025-07-28T06:42:40.202Z,No,Weekday,No wait,22,2118,5,Northern Territory,False,A brilliant record of Darwins past. Well worth visiting.,Darwin Military Museum,4.6,None,None,Positive,65.0
666,War museum,False,True,en,0,a month ago,2025-07-27T22:49:00.911Z,No,Weekday,No wait,362,2118,5,Northern Territory,False,Well worth having a look.,Darwin Military Museum,4.6,None,None,Positive,66.0
667,War museum,False,True,en,0,a month ago,2025-07-27T08:05:24.782Z,Yes,Weekday,Up to 10 min,24,2118,4,Northern Territory,False,"It's a great place to learn history of Darwin as the front door to Australia from northern part.
There are lots to see,  bring a hat and water as plenty of areas to walk around",Darwin Military Museum,4.6,None,None,Positive,67.0
668,War museum,False,False,en,0,a month ago,2025-07-26T13:19:36.565Z,Not sure,Weekday,No wait,9,2118,4,Northern Territory,False,Would have liked more exhibits in the first section.,Darwin Military Museum,4.6,None,None,Positive,68.0
669,War museum,False,True,en,0,a month ago,2025-07-25T09:06:57.937Z,No,Weekday,No wait,1451,2118,5,Northern Territory,False,Awesome museum. Lots of cool displays and there's a huge outdoor area. Lots to learn from WWII and the defence members who were part of various wars.,Darwin Military Museum,4.6,None,None,Positive,69.0
670,War museum,False,True,en,0,a month ago,2025-07-25T05:19:19.640Z,Yes,Weekday,No wait,15,2118,5,Northern Territory,False,A brilliant record of Darwins past. Well worth visiting.,Darwin Military Museum,4.6,None,None,Positive,70.0
671,War museum,False,False,en,0,a month ago,2025-07-25T04:44:06.032Z,No,Weekday,No wait,9,2118,3,Northern Territory,False,A brilliant record of Darwins past. Well worth visiting.,Darwin Military Museum,4.6,None,None,Neutral,71.0
672,War museum,False,True,en,0,a month ago,2025-07-23T03:08:16.861Z,No,Weekday,No wait,15,2118,5,Northern Territory,False,A brilliant record of Darwins past. Well worth visiting.,Darwin Military Museum,4.6,None,None,Positive,72.0
673,War museum,False,True,en,0,2 months ago,2025-07-22T03:14:13.083Z,No,Weekday,No wait,22,2118,5,Northern Territory,False,A brilliant record of Darwins past. Well worth visiting.,Darwin Military Museum,4.6,None,None,Positive,73.0
674,War museum,False,True,en,0,2 months ago,2025-07-21T11:37:32.863Z,No,Weekday,No wait,85,2118,5,Northern Territory,False,Quite overwhelming actually. Too much to take it all in. Great display of history and well presented. Allow hours if this is your thing,Darwin Military Museum,4.6,None,None,Positive,74.0
675,War museum,False,True,en,0,2 months ago,2025-07-18T05:42:59.941Z,Not sure,Weekday,No wait,96,2118,5,Northern Territory,False,"Wow
What a lot of stuff
Well displayed and good entertainment for young and old for a number of hours",Darwin Military Museum,4.6,None,None,Positive,75.0
676,War museum,False,False,en,0,2 months ago,2025-07-17T09:34:38.370Z,No,Weekday,No wait,2,2118,5,Northern Territory,False,A brilliant record of Darwins past. Well worth visiting.,Darwin Military Museum,4.6,None,None,Positive,76.0
677,War museum,False,True,en,0,2 months ago,2025-07-16T05:05:01.927Z,No,Weekday,No wait,123,2118,5,Northern Territory,False,Great range of exhibits and displays. Not crowd so easy to walk around and enjoy the displays.,Darwin Military Museum,4.6,None,None,Positive,77.0
678,War museum,False,True,en,0,2 months ago,2025-07-15T02:57:21.702Z,Not sure,Weekday,No wait,53,2118,5,Northern Territory,False,Fantastic display,Darwin Military Museum,4.6,None,None,Positive,78.0
679,War museum,False,True,en,0,2 months ago,2025-07-14T10:50:27.591Z,No,Weekday,No wait,19,2118,5,Northern Territory,False,Really well done. Worth a visit.,Darwin Military Museum,4.6,None,None,Positive,79.0
680,War museum,False,True,en,0,2 months ago,2025-07-14T09:47:20.119Z,No,Weekday,No wait,16,2118,5,Northern Territory,False,A brilliant record of Darwins past. Well worth visiting.,Darwin Military Museum,4.6,None,None,Positive,80.0
681,War museum,False,True,en,0,2 months ago,2025-07-10T14:31:35.145Z,No,Weekday,No wait,5,2118,5,Northern Territory,False,A brilliant record of Darwins past. Well worth visiting.,Darwin Military Museum,4.6,None,None,Positive,81.0
682,War museum,False,True,en,0,2 months ago,2025-07-08T10:19:31.429Z,No,Weekend,No wait,32,2118,5,Northern Territory,False,A brilliant record of Darwins past. Well worth visiting.,Darwin Military Museum,4.6,None,None,Positive,82.0
683,War museum,False,False,en,0,2 months ago,2025-07-08T06:26:06.047Z,Not sure,Weekday,Up to 10 min,2,2118,3,Northern Territory,False,"Very tired displays. Value for money not really thought it was over priced for what we saw.
Many of the outdoor displays need a good clean to rid the cobwebs. Several of the indoor displays had out of order on them.

Definitely no Wow factor",Darwin Military Museum,4.6,None,None,Positive,83.0
684,War museum,False,True,en,0,2 months ago,2025-07-07T09:01:34.822Z,No,Weekend,No wait,21,2118,4,Northern Territory,False,"Wonderful displays and a wealth of information and memorabilia from several international conflicts. You'll need a good couple of hours to cover everything. A better experience would include more interactive experiences, guided tours and a more expensive cafe. Nevertheless, for war buffs, the DMM is highly recommended.",Darwin Military Museum,4.6,None,None,Positive,84.0
685,War museum,False,True,en,0,2 months ago,2025-07-07T08:06:28.156Z,Yes,Weekday,No wait,20,2118,5,Northern Territory,False,A brilliant record of Darwins past. Well worth visiting.,Darwin Military Museum,4.6,None,None,Positive,85.0
686,War museum,False,True,en,0,2 months ago,2025-07-04T06:12:45.766Z,No,Weekend,No wait,56,2118,5,Northern Territory,False,Very interesting with plenty of indoor and outdoor exhibitions. Make sure to plan plenty of time.,Darwin Military Museum,4.6,None,None,Positive,86.0
687,War museum,False,True,en,0,2 months ago,2025-07-04T06:03:40.180Z,No,Weekday,No wait,55,2118,5,Northern Territory,False,"Great museum, well displayed with lots of history.",Darwin Military Museum,4.6,None,None,Positive,87.0
688,War museum,False,True,en,0,2 months ago,2025-07-03T05:01:34.579Z,No,Weekday,No wait,7,2118,5,Northern Territory,False,"Great value. So much information, very well presented  and amazing collection of equipment.",Darwin Military Museum,4.6,None,None,Positive,88.0
689,War museum,False,True,en,0,2 months ago,2025-07-02T23:23:10.759Z,No,Weekday,No wait,15,2118,3,Northern Territory,False,"Intetesting and some good exhibits, but let down by the lack of maintenance. Signs are faded and unreadable. It looks very tired.",Darwin Military Museum,4.6,None,None,Positive,89.0
690,War museum,False,True,en,0,2 months ago,2025-07-02T07:38:15.823Z,No,Weekday,No wait,450,2118,4,Northern Territory,False,Well worth a visit 👍,Darwin Military Museum,4.6,None,None,Positive,90.0
691,War museum,False,False,en,0,2 months ago,2025-07-01T07:51:59.281Z,No,Weekday,No wait,16,2118,5,Northern Territory,False,Amazing collection,Darwin Military Museum,4.6,None,None,Positive,91.0
692,War museum,False,True,en,0,2 months ago,2025-07-01T01:26:11.719Z,No,Weekday,No wait,29,2118,5,Northern Territory,False,A brilliant record of Darwins past. Well worth visiting.,Darwin Military Museum,4.6,None,None,Positive,92.0
693,War museum,False,False,en,0,2 months ago,2025-06-30T07:28:41.675Z,No,Weekend,1 hr+,8,2118,4,Northern Territory,False,Lots to see and experience. Well laid out.,Darwin Military Museum,4.6,None,None,Neutral,93.0
694,War museum,False,True,en,0,2 months ago,2025-06-29T12:55:50.021Z,No,Weekday,No wait,45,2118,5,Northern Territory,False,"Not sure about being there when it's a  hot day, as all the hardware is outside with the bunker.the digital information inside is good.",Darwin Military Museum,4.6,None,None,Positive,94.0
695,War museum,False,True,en,0,2 months ago,2025-06-29T08:37:31.551Z,No,Weekend,No wait,563,2118,5,Northern Territory,False,Great history museum. Great memorabilia and historical war stories. You'll easy spend a day here..,Darwin Military Museum,4.6,None,None,Positive,95.0
696,War museum,False,True,en,0,2 months ago,2025-06-29T04:34:13.275Z,Not sure,Public holiday,No wait,62,2118,4,Northern Territory,False,It was good to see the museum.,Darwin Military Museum,4.6,None,None,Positive,96.0
697,War museum,False,True,en,0,2 months ago,2025-06-28T21:57:24.615Z,No,Weekday,No wait,50,2118,5,Northern Territory,False,Excellent displays and informative,Darwin Military Museum,4.6,None,None,Positive,97.0
698,War museum,False,True,en,0,2 months ago,2025-06-28T07:49:50.588Z,No,Weekend,No wait,31,2118,5,Northern Territory,False,The information  was outstanding,Darwin Military Museum,4.6,None,None,Positive,98.0
699,War museum,False,True,en,0,2 months ago,2025-06-28T05:03:23.369Z,No,Weekend,1 hr+,18,2118,5,Northern Territory,False,So much to learn and see both inside and out,Darwin Military Museum,4.6,None,None,Positive,99.0
700,Museum,False,True,en,0,19 hours ago,2025-09-21T08:01:08.823Z,No,Weekday,No wait,242,3661,5,Northern Territory,False,"Entrada gratuita y se agradece mucho, me encantó conocer más sobre la cultura Tiwi, las instalaciones son bellas y el personal amable",Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,0.0
701,Museum,False,True,en,0,22 hours ago,2025-09-21T05:11:42.431Z,No,Weekday,No wait,40,3661,5,Northern Territory,False,Check it out when in Darwin!,Museum and Art Gallery of the Northern Territory,4.6,None,None,Neutral,1.0
702,Museum,False,False,en,0,2 days ago,2025-09-19T09:06:28.975Z,No,Weekday,No wait,0,3661,5,Northern Territory,False,"This Museum exceeded our expectations, especially as it’s free. Very interesting, lovely staff, also great cafe and a wonderful gift shop if you’re looking for a special aboriginal momento. Well worth visiting.",Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,2.0
703,Museum,False,True,en,0,3 days ago,2025-09-19T01:09:26.166Z,No,Weekday,No wait,127,3661,5,Northern Territory,False,Lots of interesting things to see,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,3.0
704,Museum,False,True,en,0,4 days ago,2025-09-18T02:41:46.953Z,No,Weekday,No wait,265,3661,5,Northern Territory,False,"Great exhibits. A little out of the way, but totally free so that's the last excuse. Close to the Botanical gardens. Recommend a dual visit, even if walking.",Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,4.0
705,Museum,False,True,en,0,4 days ago,2025-09-17T06:21:13.140Z,No,Weekday,No wait,22,3661,5,Northern Territory,False,A great museum and the Cyclone Tracy exhibition was awesome.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,5.0
706,Museum,False,True,en,0,5 days ago,2025-09-17T03:10:27.411Z,Not sure,Weekday,No wait,21,3661,5,Northern Territory,False,A great museum and the Cyclone Tracy exhibition was awesome.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,6.0
707,Museum,False,True,en,0,5 days ago,2025-09-16T07:03:13.471Z,No,Weekend,No wait,23,3661,5,Northern Territory,False,"Great experience, enjoyed the art and the history. The First Nations and the Cyclone Tracey exhibits we really well done.",Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,7.0
708,Museum,False,True,en,0,5 days ago,2025-09-16T04:33:04.370Z,No,Weekday,No wait,71,3661,5,Northern Territory,False,Darwin Cyclone Tracy and Animal displays were fantastic.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,8.0
709,Museum,False,True,en,0,6 days ago,2025-09-16T01:46:19.604Z,No,Weekday,No wait,264,3661,5,Northern Territory,False,"Absolutely by far the best wildlife displays. And a varied show of culture, art and historical things.
Cyclone exhibition is a must.
And the best things is, this is absolutely free.",Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,9.0
710,Museum,False,True,en,0,6 days ago,2025-09-15T07:57:53.401Z,No,Weekend,No wait,63,3661,5,Northern Territory,False,A great museum and the Cyclone Tracy exhibition was awesome.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,10.0
711,Museum,False,True,en,0,a week ago,2025-09-14T07:05:49.550Z,No,Weekday,No wait,75,3661,1,Northern Territory,False,This venue is not disabled friendly. There are stairs everywhere and no lifts. There was a chair lift on only one staircase. More seating is also required. Do better.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,11.0
712,Museum,False,True,en,0,a week ago,2025-09-13T11:52:04.468Z,No,Weekday,No wait,12,3661,4,Northern Territory,False,Great place to spend a couple of hours.  Very Interesting exhibitions.  Lots of history and culture here. Friendly staff. Only downside is that the bicycle parking was not shaded.  Not wanting to return to a melted saddle i had to park it accross the road at the ski club.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,12.0
713,Museum,False,True,en,0,a week ago,2025-09-13T04:11:15.287Z,No,Weekend,No wait,1,3661,5,Northern Territory,False,A great museum and the Cyclone Tracy exhibition was awesome.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,13.0
714,Museum,False,True,en,0,a week ago,2025-09-12T08:16:28.868Z,No,Weekday,No wait,8,3661,5,Northern Territory,False,งานศิลปะและประวัติศาสตร์เยอะมาก,Museum and Art Gallery of the Northern Territory,4.6,None,None,Neutral,14.0
715,Museum,False,False,en,0,a week ago,2025-09-12T02:48:38.380Z,No,Weekday,No wait,1,3661,4,Northern Territory,False,A great museum and the Cyclone Tracy exhibition was awesome.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,15.0
716,Museum,False,True,en,0,a week ago,2025-09-08T23:42:39.315Z,No,Weekend,No wait,191,3661,5,Northern Territory,False,"Definitely worth a visit, wonderful exhibits and have lunch at the restaurant as it was a highlight with excellent food, wine and service with great views.",Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,16.0
717,Museum,False,False,en,0,a week ago,2025-09-08T10:23:11.937Z,Not sure,Weekend,No wait,12,3661,5,Northern Territory,False,Beautiful layout! Great exhibits - so well presented & detailed. The Cyclone Tracey section was very special,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,17.0
718,Museum,False,True,en,0,a week ago,2025-09-08T04:27:25.485Z,No,Weekend,No wait,381,3661,5,Northern Territory,False,Well laid out galleries.   Interactive displays as well as lecture theatre and video displays.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Neutral,18.0
719,Museum,False,True,en,0,2 weeks ago,2025-09-07T08:43:29.328Z,No,Weekend,No wait,90,3661,5,Northern Territory,False,Loved it a must see when in Darwin,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,19.0
720,Museum,False,True,en,0,2 weeks ago,2025-09-06T10:15:32.651Z,No,Weekday,No wait,13,3661,5,Northern Territory,False,A great museum and the Cyclone Tracy exhibition was awesome.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,20.0
721,Museum,False,True,en,0,2 weeks ago,2025-09-06T02:34:18.677Z,No,Weekday,No wait,57,3661,4,Northern Territory,False,A great museum and the Cyclone Tracy exhibition was awesome.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,21.0
722,Museum,False,True,en,0,2 weeks ago,2025-09-04T09:01:32.774Z,No,Weekday,No wait,64,3661,5,Northern Territory,False,"I was so glad I visited the museum, loved every minute.",Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,22.0
723,Museum,False,True,en,0,2 weeks ago,2025-09-03T08:38:01.054Z,No,Weekday,No wait,24,3661,5,Northern Territory,False,"A must visit. Stories of local history, ecology and natural science. These coupled with indigenous art and a restaurant with food and a view to die for make it a must to visit.",Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,23.0
724,Museum,False,True,en,0,2 weeks ago,2025-09-02T12:46:27.175Z,No,Weekday,No wait,55,3661,5,Northern Territory,False,Excellent displays,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,24.0
725,Museum,False,True,en,0,2 weeks ago,2025-09-02T11:58:01.531Z,Not sure,Weekday,No wait,105,3661,5,Northern Territory,False,Must see sweetheart. Other displays were presented well with interesting history. Great for everyone.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,25.0
726,Museum,False,True,en,0,2 weeks ago,2025-09-02T10:43:23.993Z,No,Weekday,No wait,24,3661,4,Northern Territory,False,A great museum and the Cyclone Tracy exhibition was awesome.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,26.0
727,Museum,False,True,en,0,2 weeks ago,2025-09-02T10:34:05.793Z,No,Weekday,No wait,22,3661,5,Northern Territory,False,A great museum and the Cyclone Tracy exhibition was awesome.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,27.0
728,Museum,False,False,en,0,2 weeks ago,2025-09-02T06:03:40.448Z,No,Weekday,No wait,10,3661,5,Northern Territory,False,This place is great,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,28.0
729,Museum,False,True,en,0,2 weeks ago,2025-09-02T01:10:41.881Z,No,Weekday,No wait,26,3661,4,Northern Territory,False,"We walked up from the casino resort, a 25 minute trek along the coast and service roads. We had breakfast in the cafe next door. Took about an hour for a flit around the museum. Not a day for reading every exhibits back story. The story of Tracey being an exception. Boy was Darwin destroyed. Find out more here.",Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,29.0
730,Museum,False,True,en,0,2 weeks ago,2025-09-01T10:16:11.938Z,No,Weekend,No wait,16,3661,5,Northern Territory,False,Amazing. Easy to walk around and the variety of exhibits is perfect. Then coffee at Cafe.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,30.0
731,Museum,False,True,en,0,2 weeks ago,2025-09-01T03:45:39.596Z,No,Weekday,No wait,24,3661,5,Northern Territory,False,This attraction was the most amazing and so well set out Museum I have ever visited you could spend hours there sitting and looking at some pieces or just slowly walking and taking everything in a truly wonderful experience,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,31.0
732,Museum,False,False,en,0,3 weeks ago,2025-08-31T03:53:48.703Z,No,Weekday,No wait,3,3661,4,Northern Territory,False,A great museum and the Cyclone Tracy exhibition was awesome.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,32.0
733,Museum,False,True,en,0,3 weeks ago,2025-08-30T10:46:59.846Z,No,Weekday,No wait,298,3661,4,Northern Territory,False,"It's a small museum,  in a great location.but it was very crowded when I last went",Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,33.0
734,Museum,False,True,en,0,3 weeks ago,2025-08-30T03:30:41.380Z,No,Weekend,No wait,103,3661,5,Northern Territory,False,Excellent exhibitions. Good coffee. Friendly Staff. Bus there is currently free! Can’t get better.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,34.0
735,Museum,False,False,en,0,3 weeks ago,2025-08-29T09:58:37.439Z,No,Weekday,No wait,7,3661,5,Northern Territory,False,A great museum and the Cyclone Tracy exhibition was awesome.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,35.0
736,Museum,False,True,en,0,3 weeks ago,2025-08-29T08:13:06.588Z,Yes,Weekday,1 hr+,6,3661,5,Northern Territory,False,A great museum and the Cyclone Tracy exhibition was awesome.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,36.0
737,Museum,False,True,en,0,3 weeks ago,2025-08-29T05:35:13.953Z,No,Weekday,No wait,212,3661,4,Northern Territory,False,"We saw the cyclone  Tracy exhibition  it was great to see and remember that time, it was very scary even if you weren't  there at the time  so it must have been so much worse  for those who  went  through  it",Museum and Art Gallery of the Northern Territory,4.6,None,None,Negative,37.0
738,Museum,False,False,en,0,3 weeks ago,2025-08-28T23:15:00.283Z,Not sure,Weekday,No wait,8,3661,5,Northern Territory,False,A must see in darwin. Was a highlight of visiting darwin,Museum and Art Gallery of the Northern Territory,4.6,None,None,Neutral,38.0
739,Museum,False,True,en,0,3 weeks ago,2025-08-27T13:12:07.211Z,No,Weekday,No wait,110,3661,5,Northern Territory,False,A great museum and the Cyclone Tracy exhibition was awesome.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,39.0
740,Museum,False,True,en,0,3 weeks ago,2025-08-27T06:16:12.685Z,Not sure,Weekend,No wait,166,3661,5,Northern Territory,False,A great museum and the Cyclone Tracy exhibition was awesome.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,40.0
741,Museum,False,False,en,0,3 weeks ago,2025-08-26T12:00:37.074Z,No,Weekday,No wait,7,3661,5,Northern Territory,False,A great museum and the Cyclone Tracy exhibition was awesome.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,41.0
742,Museum,False,True,en,0,3 weeks ago,2025-08-26T04:06:57.860Z,No,Weekday,1 hr+,424,3661,4,Northern Territory,False,Great artwork on display,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,42.0
743,Museum,False,True,en,0,3 weeks ago,2025-08-26T01:31:26.431Z,No,Weekday,No wait,91,3661,5,Northern Territory,False,"Love it! Amazing museum! You need at least 1hour and half to see everything. The best part, is free !!!!!",Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,43.0
744,Museum,False,True,en,0,3 weeks ago,2025-08-25T06:48:07.282Z,No,Weekday,No wait,13,3661,5,Northern Territory,False,"What an amazing museum! So many exhibits to see and learn about. They have something for everyone including art, animals (sea, land, and air), local Darwin history, maritime history, and much more. Oh and it's also FREE?!?",Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,44.0
745,Museum,False,True,en,0,3 weeks ago,2025-08-25T06:33:43.980Z,No,Weekday,No wait,241,3661,5,Northern Territory,False,A great museum and the Cyclone Tracy exhibition was awesome.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,45.0
746,Museum,False,True,en,0,3 weeks ago,2025-08-25T06:22:57.650Z,Not sure,Weekday,No wait,24,3661,5,Northern Territory,False,"This museum is a lovely place to visit, with plenty of parking and lovely tranquil gardens that greet you at the entrance. The exhibits are interesting and well organised. The venue was easy to navigate through and the staff were friendly and helpful. I reccomend checking the events calender so you dont miss out on the extra cool stuff they have on during specific times of the day.",Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,46.0
747,Museum,False,True,en,0,4 weeks ago,2025-08-25T02:35:14.638Z,No,Weekend,No wait,36,3661,5,Northern Territory,False,Really can’t believe this is a free activity in Darwin. We all thoroughly enjoyed it! Highly recommend.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,47.0
748,Museum,False,True,en,0,4 weeks ago,2025-08-23T22:16:32.682Z,No,Weekday,No wait,36,3661,4,Northern Territory,False,A great museum and the Cyclone Tracy exhibition was awesome.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,48.0
749,Museum,False,True,en,0,4 weeks ago,2025-08-23T03:22:26.533Z,No,Weekday,No wait,97,3661,5,Northern Territory,False,"Loved Indigenous art galleries, other galleries interesting along with small maritine",Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,49.0
750,Museum,False,True,en,0,4 weeks ago,2025-08-22T09:44:22.459Z,No,Weekday,No wait,95,3661,5,Northern Territory,False,So informative and interesting. I loved the history of the Territory and the display of cyclone Tracy.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,50.0
751,Museum,False,True,en,0,4 weeks ago,2025-08-22T05:19:09.900Z,No,Weekday,No wait,597,3661,5,Northern Territory,False,Always worth a visit if only for the Telstra awards exhibition. Cyclone Tracy exhibit very good as well.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,51.0
752,Museum,False,False,en,0,4 weeks ago,2025-08-22T05:07:43.420Z,No,Weekday,No wait,15,3661,5,Northern Territory,False,"Spændende sted, med både kunst, natur, skibsfart og en særlig spændende udstilling om den orkan der ramte Darwin i 1974. Og så er det gratis at komme ind",Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,52.0
753,Museum,False,True,en,0,a month ago,2025-08-21T21:48:52.840Z,No,Weekday,No wait,281,3661,5,Northern Territory,False,A great museum and the Cyclone Tracy exhibition was awesome.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,53.0
754,Museum,False,False,en,0,a month ago,2025-08-21T11:29:28.116Z,No,Weekday,No wait,0,3661,3,Northern Territory,False,A great museum and the Cyclone Tracy exhibition was awesome.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Neutral,54.0
755,Museum,False,True,en,0,a month ago,2025-08-21T05:35:36.724Z,No,Weekend,No wait,132,3661,5,Northern Territory,False,A great museum and the Cyclone Tracy exhibition was awesome.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,55.0
756,Museum,False,True,en,0,a month ago,2025-08-21T03:50:58.222Z,No,Weekday,No wait,72,3661,5,Northern Territory,False,So interesting and free with aircon.,Museum and Art Gallery of the Northern Territory,4.6,None,None,Positive,56.0
